count;dtTot
1401;1385
1402;1346
1403;1398
1404;1344
1405;1327
1406;1382
1407;1392
1408;1345
1409;1378
1410;1365
1411;1412
1412;1350
1413;1383
1414;1281
1415;1337
1416;1293
1417;1297
1418;1287
1419;1280
1420;1416
1421;1361
1422;1330
1423;1346
1424;1344
1425;1378
1426;1394
1427;1429
1428;1299
1429;1293
1430;1297
1431;1415
1432;1292
1433;1305
1434;1356
1435;1311
1436;1392
1437;1393
1438;1452
1439;1352
1440;1352
1441;1351
1442;1339
1443;1406
1444;1375
1445;1324
1446;1390
1447;1387
1448;1408
1449;1420
1450;1305
1451;1298
1452;1349
1453;1350
1454;1431
1455;1508
1456;1597
1457;1398
1458;1391
1459;1398
1460;1402
1461;1393
1462;1354
1463;1328
1464;1367
1465;1371
1466;1423
1467;1364
1468;1410
1469;1300
1470;1381
1471;1380
1472;1413
1473;1301
1474;1418
1475;1422
1476;1356
1477;1516
1478;1370
1479;1406
1480;1436
1481;1340
1482;1417
1483;1404
1484;1406
1485;1409
1486;1359
1487;1325
1488;1352
1489;1387
1490;1329
1491;1330
1492;1465
1493;1306
1494;1330
1495;1350
1496;1416
1497;1411
1498;1288
1499;1405
1500;1417
1501;1411
1502;1292
1503;1291
1504;1363
1505;1344
1506;1363
1507;1379
1508;1326
1509;1418
1510;1354
1511;1364
1512;1383
1513;1379
1514;1446
1515;1422
1516;1407
1517;1285
1518;1282
1519;1415
1520;1405
1521;1372
1522;1375
1523;1391
1524;1355
1525;1374
1526;1436
1527;1376
1528;1366
1529;1412
1530;1434
1531;1388
1532;1438
1533;1350
1534;1419
1535;1415
1536;1435
1537;1428
1538;1435
1539;1438
1540;1418
1541;1418
1542;1410
1543;1386
1544;1446
1545;1402
1546;1552
1547;1403
1548;1448
1549;1414
1550;1332
1551;1336
1552;1510
1553;1352
1554;1381
1555;1361
1556;1339
1557;1336
1558;1420
1559;1411
1560;1458
1561;1384
1562;1392
1563;1334
1564;1302
1565;1299
1566;1395
1567;1398
1568;1338
1569;1405
1570;1371
1571;1400
1572;1364
1573;1324
1574;1385
1575;1282
1576;1286
1577;1279
1578;1388
1579;1379
1580;1430
1581;1438
1582;1525
1583;1434
1584;1338
1585;1372
1586;1326
1587;1343
1588;1373
1589;1495
1590;1465
1591;1403
1592;1477
1593;1375
1594;1467
1595;1352
1596;1350
1597;1464
1598;1399
1599;1444
1600;1270
1601;1454
1602;1349
1603;1381
1604;1270
1605;1459
1606;1356
1607;1408
1608;1457
1609;1400
1610;1313
1611;1370
1612;1463
1613;1344
1614;1367
1615;1269
1616;1416
1617;1345
1618;1414
1619;1360
1620;1322
1621;1354
1622;1366
1623;1334
1624;1338
1625;1369
1626;1372
1627;1335
1628;1321
1629;1388
1630;1328
1631;1350
1632;1378
1633;1334
1634;1334
1635;1368
1636;1352
1637;1331
1638;1276
1639;1391
1640;1326
1641;1425
1642;1342
1643;1330
1644;1343
1645;1461
1646;1389
1647;1396
1648;1443
1649;1379
1650;1460
1651;1393
1652;1380
1653;1420
1654;1413
1655;1373
1656;1352
1657;1337
1658;1402
1659;1343
1660;1327
1661;1343
1662;1351
1663;1327
1664;1466
1665;1376
1666;1386
1667;1392
1668;1440
1669;1473
1670;1381
1671;1391
1672;1340
1673;1382
1674;1458
1675;1389
1676;1377
1677;1451
1678;1422
1679;1387
1680;1384
1681;1431
1682;1468
1683;1495
1684;1333
1685;1369
1686;1325
1687;1332
1688;1371
1689;1346
1690;1412
1691;1337
1692;1365
1693;1326
1694;1347
1695;1266
1696;1346
1697;1273
1698;1365
1699;1338
1700;1408
1701;1344
1702;1306
1703;1362
1704;1269
1705;1390
1706;1341
1707;1336
1708;1373
1709;1338
1710;1381
1711;1363
1712;1372
1713;1354
1714;1361
1715;1336
1716;1333
1717;1378
1718;1350
1719;1332
1720;1391
1721;1338
1722;1325
1723;1272
1724;1382
1725;1350
1726;1364
1727;1359
1728;1342
1729;1347
1730;1276
1731;1346
1732;1363
1733;1349
1734;1335
1735;1308
1736;1448
1737;1396
1738;1368
1739;1405
1740;1409
1741;1411
1742;1467
1743;1407
1744;1416
1745;1379
1746;1426
1747;1483
1748;1391
1749;1345
1750;1334
1751;1281
1752;1328
1753;1327
1754;1367
1755;1340
1756;1357
1757;1375
1758;1377
1759;1331
1760;1329
1761;1265
1762;1387
1763;1360
1764;1371
1765;1332
1766;1338
1767;1359
1768;962
1769;1617
1770;1499
1771;1538
1772;1500
1773;1510
1774;1633
1775;1628
1776;1598
1777;1517
1778;1513
1779;1635
1780;1625
1781;1631
1782;1509
1783;1629
1784;1625
1785;1523
1786;1631
1787;1607
1788;1599
1789;1651
1790;1627
1791;1623
1792;1623
1793;1581
1794;1519
1795;2086
1796;1652
1797;1615
1798;1568
1799;1595
1800;1624
1801;1630
1802;1640
1803;1521
1804;1521
1805;1511
1806;1630
1807;1629
1808;1616
1809;1504
1810;1543
1811;1634
1812;1595
1813;1524
1814;1653
1815;1630
1816;1529
1817;1628
1818;1526
1819;1478
1820;1499
1821;1603
1822;1569
1823;1511
1824;1558
1825;1619
1826;1639
1827;1632
1828;1623
1829;1546
1830;1634
1831;1675
1832;1640
1833;1632
1834;1608
1835;1636
1836;1541
1837;1524
1838;1500
1839;1520
1840;1628
1841;1634
1842;1606
1843;1526
1844;1513
1845;1607
1846;1664
1847;1606
1848;1676
1849;1598
1850;1742
1851;1559
1852;1674
1853;1673
1854;1586
1855;1625
1856;1519
1857;1628
1858;1563
1859;1478
1860;1582
1861;1553
1862;1546
1863;1590
1864;1581
1865;1530
1866;1580
1867;1541
1868;1552
1869;1572
1870;1519
1871;1521
1872;1519
1873;1524
1874;1548
1875;1527
1876;1566
1877;1540
1878;1525
1879;1552
1880;1557
1881;1540
1882;1545
1883;1548
1884;1581
1885;1516
1886;1540
1887;1522
1888;1592
1889;1569
1890;1533
1891;1520
1892;1566
1893;1517
1894;1545
1895;1538
1896;1558
1897;1565
1898;1591
1899;1568
1900;1623
1901;1607
1902;1653
1903;1655
1904;1563
1905;1631
1906;1579
1907;1597
1908;1571
1909;1603
1910;1618
1911;1573
1912;1528
1913;1533
1914;1557
1915;1545
1916;1530
1917;1525
1918;1585
1919;1513
1920;1521
1921;1535
1922;1595
1923;1536
1924;1515
1925;1547
1926;1567
1927;1534
1928;1520
1929;1624
1930;1550
1931;1610
1932;1522
1933;1589
1934;1567
1935;1552
1936;1543
1937;1530
1938;1538
1939;1577
1940;1571
1941;1551
1942;1584
1943;1589
1944;1586
1945;1580
1946;1581
1947;1590
1948;1535
1949;1550
1950;1583
1951;1584
1952;1549
1953;1602
1954;1522
1955;1528
1956;1645
1957;1584
1958;1582
1959;1582
1960;1566
1961;1563
1962;1523
1963;1545
1964;1567
1965;1586
1966;1518
1967;1550
1968;1599
1969;1552
1970;1514
1971;1526
1972;1587
1973;1615
1974;1512
1975;1516
1976;1528
1977;1560
1978;1543
1979;1544
1980;1565
1981;1572
1982;1522
1983;1555
1984;1655
1985;1561
1986;1598
1987;1567
1988;1604
1989;1567
1990;1596
1991;1591
1992;1601
1993;1604
1994;1523
1995;1565
1996;1570
1997;1592
1998;1605
1999;1553
2000;1658
2001;1618
2002;1518
2003;1535
2004;1550
2005;1556
2006;1555
2007;1563
2008;1515
2009;1573
2010;1521
2011;1522
2012;1535
2013;1588
2014;1562
2015;1570
2016;1544
2017;1542
2018;2442
2019;1735
2020;1696
2021;1663
2022;1643
2023;1636
2024;1667
2025;1674
2026;1795
2027;1787
2028;1658
2029;1685
2030;1674
2031;1657
2032;1635
2033;1709
2034;1678
2035;1683
2036;1775
2037;1794
2038;1540
2039;1596
2040;1572
2041;1573
2042;1496
2043;1498
2044;1564
2045;1603
2046;1519
2047;1679
2048;1598
2049;1467
2050;1563
2051;1555
2052;1521
2053;1525
2054;1465
2055;1488
2056;1418
2057;1481
2058;1476
2059;1469
2060;1437
2061;1431
2062;1493
2063;1432
2064;1461
2065;1486
2066;1474
2067;1473
2068;1434
2069;1441
2070;1410
2071;1427
2072;1461
2073;1627
2074;1447
2075;1475
2076;1637
2077;1580
2078;1543
2079;1546
2080;1639
2081;1653
2082;1617
2083;1570
2084;1555
2085;1652
2086;1612
2087;1553
2088;1567
2089;1630
2090;1628
2091;1571
2092;1647
2093;1537
2094;1471
2095;1423
2096;1472
2097;1481
2098;1479
2099;1423
2100;1461
2101;1484
2102;1456
2103;1409
2104;1452
2105;1469
2106;1690
2107;1695
2108;1565
2109;1568
2110;1632
2111;1587
2112;1560
2113;1540
2114;1487
2115;1451
2116;1410
2117;1417
2118;1445
2119;1420
2120;1445
2121;1465
2122;1558
2123;1528
2124;1545
2125;1628
2126;1626
2127;1509
2128;2658
2129;1635
2130;1575
2131;1547
2132;1754
2133;1576
2134;1582
2135;1579
2136;1520
2137;1577
2138;1582
2139;1613
2140;1620
2141;1558
2142;1453
2143;1502
2144;1533
2145;1436
2146;1479
2147;1475
2148;1477
2149;1423
2150;1441
2151;1476
2152;1415
2153;1495
2154;1427
2155;1478
2156;1558
2157;1516
2158;1533
2159;1587
2160;1429
2161;1546
2162;1358
2163;1405
2164;1578
2165;1432
2166;1591
2167;1516
2168;1435
2169;1479
2170;1542
2171;1616
2172;1544
2173;1439
2174;1514
2175;1505
2176;1570
2177;1551
2178;1556
2179;1751
2180;1519
2181;1639
2182;1627
2183;1507
2184;1464
2185;1581
2186;1490
2187;1577
2188;1456
2189;1452
2190;1461
2191;1608
2192;1434
2193;1538
2194;1523
2195;1516
2196;1576
2197;1426
2198;1511
2199;1490
2200;1497
2201;1464
2202;1418
2203;1594
2204;1459
2205;1570
2206;1514
2207;1565
2208;1559
2209;1421
2210;1442
2211;1550
2212;1410
2213;1593
2214;1446
2215;1362
2216;1473
2217;1438
2218;1578
2219;1425
2220;1569
2221;1518
2222;1465
2223;1566
2224;1437
2225;1616
2226;1614
2227;1686
2228;1466
2229;1565
2230;1451
2231;1439
2232;1546
2233;1567
2234;1732
2235;1532
2236;1485
2237;1448
2238;1540
2239;1562
2240;1591
2241;1531
2242;1488
2243;1462
2244;1468
2245;1746
2246;1527
2247;1515
2248;1576
2249;1473
2250;1424
2251;1531
2252;1552
2253;1415
2254;1571
2255;1390
2256;1539
2257;1502
2258;1559
2259;1444
2260;1462
2261;1443
2262;1483
2263;1431
2264;1454
2265;1412
2266;1479
2267;1493
2268;1455
2269;1493
2270;1454
2271;1454
2272;1399
2273;1410
2274;1494
2275;1427
2276;1473
2277;1472
2278;1491
2279;1454
2280;1494
2281;1442
2282;1425
2283;1475
2284;1482
2285;1414
2286;1466
2287;1474
2288;1556
2289;1550
2290;1580
2291;1525
2292;1627
2293;1670
2294;1563
2295;1548
2296;1569
2297;1524
2298;1628
2299;1613
2300;1719
2301;1760
2302;1464
2303;1435
2304;1418
2305;1524
2306;1476
2307;1422
2308;1648
2309;1515
2310;1620
2311;1654
2312;1767
2313;1582
2314;1611
2315;1613
2316;1588
2317;1528
2318;1596
2319;1626
2320;1617
2321;1621
2322;1527
2323;1427
2324;1552
2325;1530
2326;1530
2327;1440
2328;1456
2329;1401
2330;1536
2331;1455
2332;1388
2333;1545
2334;1590
2335;1589
2336;1431
2337;1449
2338;1424
2339;1465
2340;1477
2341;1571
2342;1425
2343;1443
2344;1635
2345;1567
2346;1552
2347;1586
2348;1628
2349;1565
2350;1530
2351;1538
2352;1600
2353;1528
2354;1569
2355;1574
2356;1599
2357;1569
2358;1569
2359;1556
2360;1578
2361;1552
2362;1537
2363;1642
2364;1594
2365;1532
2366;1552
2367;1596
2368;1544
2369;1407
2370;1423
2371;1473
2372;1418
2373;1422
2374;1432
2375;1445
2376;1490
2377;1481
2378;1448
2379;1458
2380;1450
2381;1489
2382;1445
2383;1422
2384;1427
2385;1433
2386;1457
2387;1423
2388;1447
2389;1475
2390;1464
2391;1418
2392;1457
2393;1460
2394;1444
2395;1463
2396;1402
2397;1472
2398;1394
2399;1455
2400;1408
2401;1489
2402;1432
2403;1728
2404;1408
2405;1461
2406;1444
2407;1368
2408;1461
2409;1469
2410;1429
2411;1456
2412;1456
2413;1405
2414;1431
2415;1429
2416;1445
2417;1455
2418;1405
2419;1496
2420;1560
2421;1438
2422;1394
2423;1468
2424;1564
2425;1592
2426;1601
2427;1448
2428;1475
2429;1535
2430;1594
2431;1489
2432;1548
2433;1591
2434;1423
2435;1641
2436;1478
2437;1550
2438;1437
2439;1449
2440;1428
2441;1558
2442;1416
2443;1438
2444;1478
2445;1439
2446;1531
2447;1383
2448;1485
2449;1403
2450;1537
2451;1441
2452;1562
2453;1543
2454;1446
2455;1561
2456;1408
2457;1517
2458;1532
2459;1556
2460;1540
2461;1530
2462;1616
2463;1554
2464;1447
2465;1398
2466;1542
2467;1519
2468;1590
2469;1526
2470;1470
2471;1494
2472;1455
2473;1450
2474;1427
2475;1547
2476;1525
2477;1420
2478;1367
2479;1530
2480;1446
2481;1596
2482;1502
2483;1645
2484;1752
2485;1607
2486;1574
2487;1479
2488;1363
2489;1491
2490;1498
2491;1521
2492;1476
2493;1451
2494;1491
2495;1472
2496;1509
